event_id,rig_id,sensor_id,sensor_type,value,unit,event_timestamp
E001421,RIG_09,SEN_02,pressure,2200.36,psi,2025-02-01 11:50:00
E001422,RIG_09,SEN_02,flow,99.24,l/min,2025-02-01 11:50:30
E001423,RIG_08,SEN_14,vibration,2.75,mm/s,2025-02-01 11:51:00
E001424,RIG_06,SEN_20,temperature,88.3,C,2025-02-01 11:51:30
E001425,RIG_05,SEN_11,vibration,2.08,mm/s,2025-02-01 11:52:00
E001426,RIG_01,SEN_09,temperature,81.15,C,2025-02-01 11:52:30
E001427,RIG_02,SEN_07,pressure,2571.45,psi,2025-02-01 11:53:00
E001428,RIG_05,SEN_19,pressure,2320.27,psi,2025-02-01 11:53:30
E001429,RIG_02,SEN_17,pressure,2944.43,psi,2025-02-01 11:54:00
E001430,RIG_07,SEN_07,vibration,4.71,mm/s,2025-02-01 11:54:30
E001431,RIG_03,SEN_16,vibration,5.58,mm/s,2025-02-01 11:55:00
E001432,RIG_09,SEN_20,temperature,78.84,C,2025-02-01 11:55:30
E001433,RIG_10,SEN_20,pressure,2329.68,psi,2025-02-01 11:56:00
E001434,RIG_05,SEN_01,flow,100.77,l/min,2025-02-01 11:56:30
E001435,RIG_06,SEN_09,pressure,2426.36,psi,2025-02-01 11:57:00
E001436,RIG_07,SEN_09,vibration,5.49,mm/s,2025-02-01 11:57:30
E001437,RIG_01,SEN_04,vibration,3.66,mm/s,2025-02-01 11:58:00
E001438,RIG_04,SEN_02,temperature,74.36,C,2025-02-01 11:58:30
E001439,RIG_01,SEN_14,vibration,5.42,mm/s,2025-02-01 11:59:00
E001440,RIG_05,SEN_06,pressure,2675.4,psi,2025-02-01 11:59:30
E001441,RIG_09,SEN_09,pressure,3046.74,psi,2025-02-01 12:00:00
E001442,RIG_03,SEN_04,pressure,2323.6,psi,2025-02-01 12:00:30
E001443,RIG_08,SEN_17,pressure,2433.5,psi,2025-02-01 12:01:00
E001444,RIG_08,SEN_19,flow,115.34,l/min,2025-02-01 12:01:30
E001445,RIG_05,SEN_02,vibration,2.1,mm/s,2025-02-01 12:02:00
E001446,RIG_09,SEN_20,pressure,2871.2,psi,2025-02-01 12:02:30
E001447,RIG_08,SEN_15,temperature,146.34,C,2025-02-01 12:03:00
E001448,RIG_06,SEN_03,vibration,5.35,mm/s,2025-02-01 12:03:30
E001449,RIG_03,SEN_03,pressure,3063.47,psi,2025-02-01 12:04:00
E001450,RIG_04,SEN_18,flow,101.72,l/min,2025-02-01 12:04:30
E001451,RIG_05,SEN_01,temperature,163.96,C,2025-02-01 12:05:00
E001452,RIG_01,SEN_01,vibration,4.28,mm/s,2025-02-01 12:05:30
E001453,RIG_02,SEN_15,vibration,2.08,mm/s,2025-02-01 12:06:00
E001454,RIG_06,SEN_20,flow,108.33,l/min,2025-02-01 12:06:30
E001455,RIG_06,SEN_08,temperature,77.46,C,2025-02-01 12:07:00
E001456,RIG_02,SEN_15,vibration,3.76,mm/s,2025-02-01 12:07:30
E001457,RIG_06,SEN_11,pressure,4319.58,psi,2025-02-01 12:08:00
E001458,RIG_10,SEN_18,pressure,3107.14,psi,2025-02-01 12:08:30
E001459,RIG_01,SEN_18,flow,128.12,l/min,2025-02-01 12:09:00
E001460,RIG_10,SEN_05,pressure,2597.73,psi,2025-02-01 12:09:30
E001461,RIG_06,SEN_02,flow,129.39,l/min,2025-02-01 12:10:00
E001462,RIG_07,SEN_05,flow,119.06,l/min,2025-02-01 12:10:30
E001463,RIG_09,SEN_16,pressure,2309.58,psi,2025-02-01 12:11:00
E001464,RIG_03,SEN_16,temperature,74.24,C,2025-02-01 12:11:30
E001465,RIG_10,SEN_05,pressure,2387.34,psi,2025-02-01 12:12:00
E001466,RIG_01,SEN_19,temperature,72.97,C,2025-02-01 12:12:30
E001467,RIG_02,SEN_15,temperature,92.17,C,2025-02-01 12:13:00
E001468,RIG_10,SEN_11,pressure,2255.26,psi,2025-02-01 12:13:30
E001469,RIG_06,SEN_20,pressure,2409.93,psi,2025-02-01 12:14:00
E001470,RIG_02,SEN_05,flow,124.74,l/min,2025-02-01 12:14:30
E001471,RIG_08,SEN_06,pressure,3020.84,psi,2025-02-01 12:15:00
E001472,RIG_10,SEN_20,flow,106.1,l/min,2025-02-01 12:15:30
E001473,RIG_06,SEN_13,pressure,2892.17,psi,2025-02-01 12:16:00
E001474,RIG_01,SEN_02,flow,96.11,l/min,2025-02-01 12:16:30
E001475,RIG_02,SEN_04,temperature,83.54,C,2025-02-01 12:17:00
E001476,RIG_08,SEN_13,temperature,82.76,C,2025-02-01 12:17:30
E001477,RIG_07,SEN_08,vibration,3.0,mm/s,2025-02-01 12:18:00
E001478,RIG_08,SEN_05,flow,115.53,l/min,2025-02-01 12:18:30
E001479,RIG_05,SEN_10,flow,127.93,l/min,2025-02-01 12:19:00
E001480,RIG_09,SEN_03,temperature,191.46,C,2025-02-01 12:19:30
E001481,RIG_02,SEN_17,pressure,2557.84,psi,2025-02-01 12:20:00
E001482,RIG_06,SEN_19,pressure,2369.42,psi,2025-02-01 12:20:30
E001483,RIG_03,SEN_16,temperature,75.92,C,2025-02-01 12:21:00
E001484,RIG_10,SEN_09,pressure,3102.95,psi,2025-02-01 12:21:30
E001485,RIG_05,SEN_19,temperature,205.39,C,2025-02-01 12:22:00
E001486,RIG_09,SEN_06,temperature,83.62,C,2025-02-01 12:22:30
E001487,RIG_03,SEN_04,vibration,4.12,mm/s,2025-02-01 12:23:00
E001488,RIG_03,SEN_06,pressure,2814.25,psi,2025-02-01 12:23:30
E001489,RIG_05,SEN_17,temperature,90.16,C,2025-02-01 12:24:00
E001490,RIG_04,SEN_07,flow,100.84,l/min,2025-02-01 12:24:30
E001491,RIG_07,SEN_19,flow,105.99,l/min,2025-02-01 12:25:00
E001492,RIG_06,SEN_09,temperature,77.55,C,2025-02-01 12:25:30
E001493,RIG_09,SEN_04,vibration,4.49,mm/s,2025-02-01 12:26:00
E001494,RIG_08,SEN_03,pressure,2313.92,psi,2025-02-01 12:26:30
E001495,RIG_01,SEN_01,pressure,2388.35,psi,2025-02-01 12:27:00
E001496,RIG_01,SEN_02,pressure,3144.67,psi,2025-02-01 12:27:30
E001497,RIG_10,SEN_03,flow,97.2,l/min,2025-02-01 12:28:00
E001498,RIG_10,SEN_20,vibration,3.21,mm/s,2025-02-01 12:28:30
E001499,RIG_05,SEN_15,vibration,2.67,mm/s,2025-02-01 12:29:00
E001500,RIG_04,SEN_18,pressure,3113.4,psi,2025-02-01 12:29:30
E001501,RIG_07,SEN_17,flow,98.12,l/min,2025-02-01 12:30:00
E001502,RIG_07,SEN_17,vibration,3.71,mm/s,2025-02-01 12:30:30
E001503,RIG_02,SEN_02,flow,122.45,l/min,2025-02-01 12:31:00
E001504,RIG_02,SEN_10,vibration,1.92,mm/s,2025-02-01 12:31:30
E001505,RIG_04,SEN_01,flow,236.18,l/min,2025-02-01 12:32:00
E001506,RIG_02,SEN_17,pressure,2906.6,psi,2025-02-01 12:32:30
E001507,RIG_02,SEN_18,vibration,2.22,mm/s,2025-02-01 12:33:00
E001508,RIG_06,SEN_04,pressure,2549.38,psi,2025-02-01 12:33:30
E001509,RIG_01,SEN_09,temperature,90.48,C,2025-02-01 12:34:00
E001510,RIG_05,SEN_04,pressure,2257.01,psi,2025-02-01 12:34:30
E001511,RIG_10,SEN_20,temperature,79.52,C,2025-02-01 12:35:00
E001512,RIG_02,SEN_02,temperature,83.32,C,2025-02-01 12:35:30
E001513,RIG_09,SEN_12,flow,101.96,l/min,2025-02-01 12:36:00
E001514,RIG_10,SEN_13,vibration,3.68,mm/s,2025-02-01 12:36:30
E001515,RIG_06,SEN_10,temperature,89.53,C,2025-02-01 12:37:00
E001516,RIG_02,SEN_01,vibration,3.84,mm/s,2025-02-01 12:37:30
E001517,RIG_09,SEN_13,vibration,4.38,mm/s,2025-02-01 12:38:00
E001518,RIG_08,SEN_17,pressure,2895.04,psi,2025-02-01 12:38:30
E001519,RIG_10,SEN_17,temperature,82.86,C,2025-02-01 12:39:00
E001520,RIG_01,SEN_12,vibration,4.88,mm/s,2025-02-01 12:39:30
E001521,RIG_03,SEN_11,pressure,2728.65,psi,2025-02-01 12:40:00
E001522,RIG_06,SEN_02,flow,113.8,l/min,2025-02-01 12:40:30
E001523,RIG_07,SEN_17,temperature,92.09,C,2025-02-01 12:41:00
E001524,RIG_02,SEN_16,temperature,85.28,C,2025-02-01 12:41:30
E001525,RIG_07,SEN_17,temperature,75.24,C,2025-02-01 12:42:00
E001526,RIG_02,SEN_01,pressure,2862.8,psi,2025-02-01 12:42:30
E001527,RIG_05,SEN_20,temperature,76.39,C,2025-02-01 12:43:00
E001528,RIG_08,SEN_12,temperature,76.16,C,2025-02-01 12:43:30
E001529,RIG_02,SEN_06,temperature,74.55,C,2025-02-01 12:44:00
E001530,RIG_03,SEN_14,vibration,3.51,mm/s,2025-02-01 12:44:30
E001531,RIG_06,SEN_20,flow,122.14,l/min,2025-02-01 12:45:00
E001532,RIG_03,SEN_18,temperature,76.43,C,2025-02-01 12:45:30
E001533,RIG_03,SEN_04,flow,116.78,l/min,2025-02-01 12:46:00
E001534,RIG_10,SEN_02,vibration,3.58,mm/s,2025-02-01 12:46:30
E001535,RIG_09,SEN_12,vibration,1.91,mm/s,2025-02-01 12:47:00
E001536,RIG_08,SEN_13,temperature,130.09,C,2025-02-01 12:47:30
E001537,RIG_02,SEN_01,vibration,2.9,mm/s,2025-02-01 12:48:00
E001538,RIG_06,SEN_08,flow,135.65,l/min,2025-02-01 12:48:30
E001539,RIG_10,SEN_14,vibration,3.76,mm/s,2025-02-01 12:49:00
E001540,RIG_05,SEN_07,vibration,1.92,mm/s,2025-02-01 12:49:30
E001541,RIG_01,SEN_08,flow,124.97,l/min,2025-02-01 12:50:00
E001542,RIG_06,SEN_04,pressure,2968.07,psi,2025-02-01 12:50:30
E001543,RIG_03,SEN_15,flow,119.2,l/min,2025-02-01 12:51:00
E001544,RIG_10,SEN_16,pressure,2733.63,psi,2025-02-01 12:51:30
E001545,RIG_09,SEN_06,vibration,5.4,mm/s,2025-02-01 12:52:00
E001546,RIG_05,SEN_03,pressure,2261.36,psi,2025-02-01 12:52:30
E001547,RIG_07,SEN_02,temperature,86.67,C,2025-02-01 12:53:00
E001548,RIG_09,SEN_08,vibration,5.61,mm/s,2025-02-01 12:53:30
E001549,RIG_09,SEN_09,pressure,2698.6,psi,2025-02-01 12:54:00
E001550,RIG_05,SEN_11,pressure,2726.26,psi,2025-02-01 12:54:30
E001551,RIG_06,SEN_12,vibration,5.08,mm/s,2025-02-01 12:55:00
E001552,RIG_07,SEN_05,pressure,6514.53,psi,2025-02-01 12:55:30
E001553,RIG_06,SEN_17,temperature,82.65,C,2025-02-01 12:56:00
E001554,RIG_04,SEN_10,flow,119.82,l/min,2025-02-01 12:56:30
E001555,RIG_09,SEN_18,temperature,77.35,C,2025-02-01 12:57:00
E001556,RIG_02,SEN_10,temperature,89.42,C,2025-02-01 12:57:30
E001557,RIG_03,SEN_03,temperature,81.88,C,2025-02-01 12:58:00
E001558,RIG_03,SEN_17,pressure,2591.65,psi,2025-02-01 12:58:30
E001559,RIG_06,SEN_06,pressure,2690.04,psi,2025-02-01 12:59:00
E001560,RIG_10,SEN_19,temperature,76.5,C,2025-02-01 12:59:30
E001561,RIG_09,SEN_17,pressure,2440.83,psi,2025-02-01 13:00:00
E001562,RIG_01,SEN_01,pressure,2526.15,psi,2025-02-01 13:00:30
E001563,RIG_04,SEN_02,pressure,3044.43,psi,2025-02-01 13:01:00
E001564,RIG_09,SEN_08,temperature,91.28,C,2025-02-01 13:01:30
E001565,RIG_01,SEN_12,temperature,78.48,C,2025-02-01 13:02:00
E001566,RIG_06,SEN_14,pressure,4322.99,psi,2025-02-01 13:02:30
E001567,RIG_07,SEN_02,flow,132.23,l/min,2025-02-01 13:03:00
E001568,RIG_01,SEN_07,vibration,1.94,mm/s,2025-02-01 13:03:30
E001569,RIG_04,SEN_06,pressure,2671.02,psi,2025-02-01 13:04:00
E001570,RIG_08,SEN_17,vibration,4.61,mm/s,2025-02-01 13:04:30
E001571,RIG_07,SEN_17,flow,134.86,l/min,2025-02-01 13:05:00
E001572,RIG_07,SEN_18,vibration,4.31,mm/s,2025-02-01 13:05:30
E001573,RIG_08,SEN_09,temperature,80.49,C,2025-02-01 13:06:00
E001574,RIG_06,SEN_12,pressure,2992.16,psi,2025-02-01 13:06:30
E001575,RIG_10,SEN_13,flow,119.77,l/min,2025-02-01 13:07:00
E001576,RIG_08,SEN_15,pressure,2486.15,psi,2025-02-01 13:07:30
E001577,RIG_09,SEN_13,vibration,4.28,mm/s,2025-02-01 13:08:00
E001578,RIG_03,SEN_19,vibration,1.93,mm/s,2025-02-01 13:08:30
E001579,RIG_08,SEN_03,flow,109.77,l/min,2025-02-01 13:09:00
E001580,RIG_05,SEN_02,vibration,5.41,mm/s,2025-02-01 13:09:30
E001581,RIG_07,SEN_11,temperature,79.61,C,2025-02-01 13:10:00
E001582,RIG_06,SEN_02,pressure,2533.42,psi,2025-02-01 13:10:30
E001583,RIG_04,SEN_11,vibration,1.79,mm/s,2025-02-01 13:11:00
E001584,RIG_07,SEN_15,temperature,87.34,C,2025-02-01 13:11:30
E001585,RIG_02,SEN_08,temperature,74.59,C,2025-02-01 13:12:00
E001586,RIG_10,SEN_07,flow,97.42,l/min,2025-02-01 13:12:30
E001587,RIG_04,SEN_05,pressure,2960.34,psi,2025-02-01 13:13:00
E001588,RIG_01,SEN_16,temperature,74.95,C,2025-02-01 13:13:30
E001589,RIG_02,SEN_06,flow,126.03,l/min,2025-02-01 13:14:00
E001590,RIG_01,SEN_19,temperature,199.26,C,2025-02-01 13:14:30
E001591,RIG_02,SEN_12,flow,135.55,l/min,2025-02-01 13:15:00
E001592,RIG_03,SEN_19,flow,130.32,l/min,2025-02-01 13:15:30
E001593,RIG_05,SEN_19,vibration,2.65,mm/s,2025-02-01 13:16:00
E001594,RIG_03,SEN_17,vibration,2.2,mm/s,2025-02-01 13:16:30
E001595,RIG_06,SEN_03,pressure,2186.56,psi,2025-02-01 13:17:00
E001596,RIG_01,SEN_13,flow,126.09,l/min,2025-02-01 13:17:30
E001597,RIG_06,SEN_11,temperature,89.52,C,2025-02-01 13:18:00
E001598,RIG_03,SEN_09,pressure,3122.79,psi,2025-02-01 13:18:30
E001599,RIG_04,SEN_14,temperature,92.59,C,2025-02-01 13:19:00
E001600,RIG_04,SEN_20,pressure,2326.83,psi,2025-02-01 13:19:30
E001601,RIG_04,SEN_12,flow,101.01,l/min,2025-02-01 13:20:00
E001602,RIG_09,SEN_05,vibration,4.6,mm/s,2025-02-01 13:20:30
E001603,RIG_05,SEN_02,vibration,2.32,mm/s,2025-02-01 13:21:00
E001604,RIG_06,SEN_17,flow,105.33,l/min,2025-02-01 13:21:30
E001605,RIG_03,SEN_11,vibration,2.35,mm/s,2025-02-01 13:22:00
E001606,RIG_01,SEN_13,temperature,77.5,C,2025-02-01 13:22:30
E001607,RIG_03,SEN_20,temperature,76.17,C,2025-02-01 13:23:00
E001608,RIG_01,SEN_01,vibration,5.47,mm/s,2025-02-01 13:23:30
E001609,RIG_03,SEN_09,flow,124.49,l/min,2025-02-01 13:24:00
E001610,RIG_04,SEN_13,vibration,5.16,mm/s,2025-02-01 13:24:30
E001611,RIG_07,SEN_09,temperature,86.09,C,2025-02-01 13:25:00
E001612,RIG_09,SEN_08,temperature,81.52,C,2025-02-01 13:25:30
E001613,RIG_08,SEN_18,pressure,2654.17,psi,2025-02-01 13:26:00
E001614,RIG_01,SEN_05,temperature,74.26,C,2025-02-01 13:26:30
E001615,RIG_04,SEN_20,temperature,86.14,C,2025-02-01 13:27:00
E001616,RIG_04,SEN_01,pressure,2460.6,psi,2025-02-01 13:27:30
E001617,RIG_05,SEN_04,flow,108.69,l/min,2025-02-01 13:28:00
E001618,RIG_08,SEN_09,temperature,84.79,C,2025-02-01 13:28:30
E001619,RIG_08,SEN_16,temperature,89.1,C,2025-02-01 13:29:00
E001620,RIG_09,SEN_03,flow,127.04,l/min,2025-02-01 13:29:30
E001621,RIG_04,SEN_04,flow,132.12,l/min,2025-02-01 13:30:00
E001622,RIG_01,SEN_08,flow,112.8,l/min,2025-02-01 13:30:30
E001623,RIG_08,SEN_14,temperature,91.49,C,2025-02-01 13:31:00
E001624,RIG_05,SEN_01,vibration,2.0,mm/s,2025-02-01 13:31:30
E001625,RIG_03,SEN_13,pressure,2522.56,psi,2025-02-01 13:32:00
E001626,RIG_01,SEN_08,vibration,4.15,mm/s,2025-02-01 13:32:30
E001627,RIG_03,SEN_06,pressure,2315.94,psi,2025-02-01 13:33:00
E001628,RIG_03,SEN_14,flow,116.12,l/min,2025-02-01 13:33:30
E001629,RIG_08,SEN_10,temperature,90.8,C,2025-02-01 13:34:00
E001630,RIG_06,SEN_16,flow,108.33,l/min,2025-02-01 13:34:30
E001631,RIG_10,SEN_17,vibration,2.98,mm/s,2025-02-01 13:35:00
E001632,RIG_04,SEN_16,vibration,3.89,mm/s,2025-02-01 13:35:30
E001633,RIG_04,SEN_03,temperature,91.59,C,2025-02-01 13:36:00
E001634,RIG_01,SEN_01,vibration,2.85,mm/s,2025-02-01 13:36:30
E001635,RIG_08,SEN_08,flow,127.47,l/min,2025-02-01 13:37:00
E001636,RIG_01,SEN_06,flow,126.33,l/min,2025-02-01 13:37:30
E001637,RIG_08,SEN_17,pressure,2295.44,psi,2025-02-01 13:38:00
E001638,RIG_01,SEN_11,pressure,2588.27,psi,2025-02-01 13:38:30
E001639,RIG_06,SEN_14,flow,248.88,l/min,2025-02-01 13:39:00
E001640,RIG_02,SEN_06,temperature,88.87,C,2025-02-01 13:39:30
E001641,RIG_02,SEN_08,vibration,4.83,mm/s,2025-02-01 13:40:00
E001642,RIG_10,SEN_13,vibration,4.0,mm/s,2025-02-01 13:40:30
E001643,RIG_08,SEN_14,pressure,2719.14,psi,2025-02-01 13:41:00
E001644,RIG_01,SEN_17,flow,107.53,l/min,2025-02-01 13:41:30
E001645,RIG_05,SEN_02,flow,112.68,l/min,2025-02-01 13:42:00
E001646,RIG_09,SEN_17,temperature,88.88,C,2025-02-01 13:42:30
E001647,RIG_07,SEN_08,vibration,5.8,mm/s,2025-02-01 13:43:00
E001648,RIG_05,SEN_15,vibration,3.97,mm/s,2025-02-01 13:43:30
E001649,RIG_10,SEN_09,flow,122.76,l/min,2025-02-01 13:44:00
E001650,RIG_02,SEN_10,pressure,3163.49,psi,2025-02-01 13:44:30
E001651,RIG_01,SEN_19,temperature,85.05,C,2025-02-01 13:45:00
E001652,RIG_08,SEN_14,pressure,2544.01,psi,2025-02-01 13:45:30
E001653,RIG_09,SEN_09,temperature,76.47,C,2025-02-01 13:46:00
E001654,RIG_09,SEN_19,pressure,3067.25,psi,2025-02-01 13:46:30
E001655,RIG_07,SEN_07,pressure,3139.1,psi,2025-02-01 13:47:00
E001656,RIG_10,SEN_04,flow,121.79,l/min,2025-02-01 13:47:30
E001657,RIG_04,SEN_03,temperature,85.06,C,2025-02-01 13:48:00
E001658,RIG_01,SEN_05,pressure,2487.85,psi,2025-02-01 13:48:30
E001659,RIG_01,SEN_04,pressure,2819.46,psi,2025-02-01 13:49:00
E001660,RIG_08,SEN_13,pressure,2491.32,psi,2025-02-01 13:49:30
E001661,RIG_10,SEN_16,vibration,4.55,mm/s,2025-02-01 13:50:00
E001662,RIG_09,SEN_13,flow,125.86,l/min,2025-02-01 13:50:30
E001663,RIG_02,SEN_09,vibration,3.07,mm/s,2025-02-01 13:51:00
E001664,RIG_02,SEN_08,vibration,5.29,mm/s,2025-02-01 13:51:30
E001665,RIG_02,SEN_05,flow,106.16,l/min,2025-02-01 13:52:00
E001666,RIG_10,SEN_11,vibration,3.02,mm/s,2025-02-01 13:52:30
E001667,RIG_01,SEN_02,temperature,87.81,C,2025-02-01 13:53:00
E001668,RIG_07,SEN_14,flow,110.04,l/min,2025-02-01 13:53:30
E001669,RIG_07,SEN_15,temperature,74.03,C,2025-02-01 13:54:00
E001670,RIG_04,SEN_06,vibration,2.56,mm/s,2025-02-01 13:54:30
E001671,RIG_01,SEN_17,temperature,82.43,C,2025-02-01 13:55:00
E001672,RIG_01,SEN_20,temperature,91.01,C,2025-02-01 13:55:30
E001673,RIG_07,SEN_04,vibration,3.44,mm/s,2025-02-01 13:56:00
E001674,RIG_03,SEN_08,pressure,2678.14,psi,2025-02-01 13:56:30
E001675,RIG_08,SEN_18,pressure,2229.96,psi,2025-02-01 13:57:00
E001676,RIG_02,SEN_18,vibration,4.34,mm/s,2025-02-01 13:57:30
E001677,RIG_05,SEN_11,pressure,2182.55,psi,2025-02-01 13:58:00
E001678,RIG_06,SEN_01,vibration,4.35,mm/s,2025-02-01 13:58:30
E001679,RIG_09,SEN_14,flow,98.79,l/min,2025-02-01 13:59:00
E001680,RIG_05,SEN_18,temperature,78.0,C,2025-02-01 13:59:30
E001681,RIG_06,SEN_05,pressure,4731.54,psi,2025-02-01 14:00:00
E001682,RIG_03,SEN_09,temperature,75.37,C,2025-02-01 14:00:30
E001683,RIG_08,SEN_12,pressure,3098.05,psi,2025-02-01 14:01:00
E001684,RIG_06,SEN_16,temperature,76.1,C,2025-02-01 14:01:30
E001685,RIG_04,SEN_12,temperature,77.52,C,2025-02-01 14:02:00
E001686,RIG_07,SEN_03,pressure,2824.19,psi,2025-02-01 14:02:30
E001687,RIG_10,SEN_16,flow,115.47,l/min,2025-02-01 14:03:00
E001688,RIG_06,SEN_17,flow,326.51,l/min,2025-02-01 14:03:30
E001689,RIG_08,SEN_16,flow,107.01,l/min,2025-02-01 14:04:00
E001690,RIG_10,SEN_10,temperature,89.03,C,2025-02-01 14:04:30
E001691,RIG_08,SEN_19,vibration,4.22,mm/s,2025-02-01 14:05:00
E001692,RIG_09,SEN_01,temperature,87.98,C,2025-02-01 14:05:30
E001693,RIG_07,SEN_04,temperature,77.49,C,2025-02-01 14:06:00
E001694,RIG_07,SEN_03,pressure,2288.95,psi,2025-02-01 14:06:30
E001695,RIG_06,SEN_01,temperature,77.82,C,2025-02-01 14:07:00
E001696,RIG_04,SEN_09,flow,111.87,l/min,2025-02-01 14:07:30
E001697,RIG_04,SEN_18,vibration,2.98,mm/s,2025-02-01 14:08:00
E001698,RIG_04,SEN_11,temperature,74.98,C,2025-02-01 14:08:30
E001699,RIG_04,SEN_17,temperature,84.56,C,2025-02-01 14:09:00
E001700,RIG_02,SEN_03,vibration,3.46,mm/s,2025-02-01 14:09:30
E001701,RIG_08,SEN_06,temperature,93.28,C,2025-02-01 14:10:00
E001702,RIG_08,SEN_02,temperature,90.83,C,2025-02-01 14:10:30
E001703,RIG_10,SEN_12,temperature,84.61,C,2025-02-01 14:11:00
E001704,RIG_09,SEN_08,pressure,2733.68,psi,2025-02-01 14:11:30
E001705,RIG_08,SEN_16,pressure,2442.59,psi,2025-02-01 14:12:00
E001706,RIG_03,SEN_06,vibration,2.01,mm/s,2025-02-01 14:12:30
E001707,RIG_07,SEN_04,flow,97.07,l/min,2025-02-01 14:13:00
E001708,RIG_10,SEN_05,temperature,92.33,C,2025-02-01 14:13:30
E001709,RIG_07,SEN_03,vibration,3.24,mm/s,2025-02-01 14:14:00
E001710,RIG_09,SEN_17,pressure,2402.3,psi,2025-02-01 14:14:30
E001711,RIG_01,SEN_14,flow,104.05,l/min,2025-02-01 14:15:00
E001712,RIG_08,SEN_14,temperature,87.07,C,2025-02-01 14:15:30
E001713,RIG_07,SEN_12,flow,105.32,l/min,2025-02-01 14:16:00
E001714,RIG_03,SEN_02,flow,97.25,l/min,2025-02-01 14:16:30
E001715,RIG_09,SEN_09,pressure,2531.84,psi,2025-02-01 14:17:00
E001716,RIG_09,SEN_12,vibration,5.37,mm/s,2025-02-01 14:17:30
E001717,RIG_10,SEN_04,flow,110.0,l/min,2025-02-01 14:18:00
E001718,RIG_06,SEN_01,vibration,1.73,mm/s,2025-02-01 14:18:30
E001719,RIG_05,SEN_13,vibration,5.14,mm/s,2025-02-01 14:19:00
E001720,RIG_07,SEN_05,temperature,91.95,C,2025-02-01 14:19:30
E001721,RIG_02,SEN_20,temperature,77.77,C,2025-02-01 14:20:00
E001722,RIG_07,SEN_16,vibration,4.74,mm/s,2025-02-01 14:20:30
E001723,RIG_02,SEN_03,flow,112.48,l/min,2025-02-01 14:21:00
E001724,RIG_02,SEN_18,flow,129.07,l/min,2025-02-01 14:21:30
E001725,RIG_03,SEN_14,pressure,3161.73,psi,2025-02-01 14:22:00
E001726,RIG_08,SEN_07,pressure,3013.1,psi,2025-02-01 14:22:30
E001727,RIG_01,SEN_12,temperature,84.23,C,2025-02-01 14:23:00
E001728,RIG_01,SEN_07,vibration,4.91,mm/s,2025-02-01 14:23:30
E001729,RIG_08,SEN_12,temperature,85.75,C,2025-02-01 14:24:00
E001730,RIG_03,SEN_12,flow,113.68,l/min,2025-02-01 14:24:30
E001731,RIG_09,SEN_06,pressure,2502.14,psi,2025-02-01 14:25:00
E001732,RIG_02,SEN_10,pressure,2243.87,psi,2025-02-01 14:25:30
E001733,RIG_10,SEN_08,temperature,90.36,C,2025-02-01 14:26:00
E001734,RIG_07,SEN_02,temperature,79.86,C,2025-02-01 14:26:30
E001735,RIG_06,SEN_18,flow,125.8,l/min,2025-02-01 14:27:00
E001736,RIG_10,SEN_08,pressure,2693.58,psi,2025-02-01 14:27:30
E001737,RIG_05,SEN_07,temperature,90.43,C,2025-02-01 14:28:00
E001738,RIG_05,SEN_01,flow,105.5,l/min,2025-02-01 14:28:30
E001739,RIG_02,SEN_10,vibration,3.55,mm/s,2025-02-01 14:29:00
E001740,RIG_01,SEN_06,pressure,3071.08,psi,2025-02-01 14:29:30
E001741,RIG_02,SEN_11,vibration,2.35,mm/s,2025-02-01 14:30:00
E001742,RIG_05,SEN_06,vibration,5.52,mm/s,2025-02-01 14:30:30
E001743,RIG_02,SEN_18,pressure,3163.05,psi,2025-02-01 14:31:00
E001744,RIG_08,SEN_13,vibration,3.16,mm/s,2025-02-01 14:31:30
E001745,RIG_06,SEN_15,pressure,2783.91,psi,2025-02-01 14:32:00
E001746,RIG_06,SEN_15,vibration,5.39,mm/s,2025-02-01 14:32:30
E001747,RIG_07,SEN_17,pressure,2395.21,psi,2025-02-01 14:33:00
E001748,RIG_05,SEN_17,flow,131.74,l/min,2025-02-01 14:33:30
E001749,RIG_04,SEN_03,flow,107.53,l/min,2025-02-01 14:34:00
E001750,RIG_05,SEN_03,flow,111.13,l/min,2025-02-01 14:34:30
E001751,RIG_04,SEN_01,temperature,84.34,C,2025-02-01 14:35:00
E001752,RIG_04,SEN_04,vibration,5.47,mm/s,2025-02-01 14:35:30
E001753,RIG_08,SEN_04,temperature,79.23,C,2025-02-01 14:36:00
E001754,RIG_10,SEN_11,temperature,84.14,C,2025-02-01 14:36:30
E001755,RIG_04,SEN_18,temperature,92.71,C,2025-02-01 14:37:00
E001756,RIG_09,SEN_18,temperature,85.61,C,2025-02-01 14:37:30
E001757,RIG_02,SEN_10,flow,119.36,l/min,2025-02-01 14:38:00
E001758,RIG_07,SEN_06,pressure,3153.71,psi,2025-02-01 14:38:30
E001759,RIG_07,SEN_02,temperature,85.66,C,2025-02-01 14:39:00
E001760,RIG_07,SEN_08,flow,114.39,l/min,2025-02-01 14:39:30
E001761,RIG_04,SEN_03,vibration,3.2,mm/s,2025-02-01 14:40:00
E001762,RIG_05,SEN_13,temperature,83.33,C,2025-02-01 14:40:30
E001763,RIG_07,SEN_20,flow,126.97,l/min,2025-02-01 14:41:00
E001764,RIG_10,SEN_18,pressure,2276.55,psi,2025-02-01 14:41:30
E001765,RIG_04,SEN_13,pressure,3012.51,psi,2025-02-01 14:42:00
